920448881992839169,913448262023176192,Wed Oct 18 00:38:09 +0000 2017,RT @BlogdoMiro: DEM desiste de Doria. Acabou a ‘ração”! Por Altamiro Borges --
920448884463333376,136473848,Wed Oct 18 00:38:09 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448906655420416,791848844816515072,Wed Oct 18 00:38:15 +0000 2017,RT @mareowns: bom gente agora só nos resta uma saída insistir pro doria se candidatar a governador de brasília e demolir certos p… 
920448915278893056,2249491323,Wed Oct 18 00:38:17 +0000 2017,pela primeira vez eu sou grata a página escrota do bolsonaro por me ter feito conhecer uma das melhores pessoas desse 2017 ❤
920448925429059584,1604974915,Wed Oct 18 00:38:19 +0000 2017,"Confesso que dirigir em Lençóis me desperta a vontade de votar no Bolsonaro, pra poder atirar nas pessoas em paz"
920448927102656512,632987831,Wed Oct 18 00:38:19 +0000 2017,"O eleitor não pode se esquecer destes indivíduos nas próximas eleições:

Airton Sandoval (PMDB-SP) 

Antonio... https://t.co/vHGCJdMc31"
920448930609016832,2315817259,Wed Oct 18 00:38:20 +0000 2017,Adicionei um vídeo a uma playlist @YouTube https://t.co/gvb7Q8E2otão Doria afirma que Bolsonaro não tem futuro
920448939136028672,208069456,Wed Oct 18 00:38:22 +0000 2017,"RT @stanleyburburin: Alguém acha que um senador que votou, no aberto, pelo golpe contra Dilma e pela reforma  trabalhista, teme a opinião d…"
920448945117114368,2805821560,Wed Oct 18 00:38:24 +0000 2017,pior do que uma irma sasusaku eh um pai que apoia bolsonaro pq acha q ele vai aumentar o salario dele ok
920448975714516993,898350729110441989,Wed Oct 18 00:38:31 +0000 2017,@boliviazica Bolsonaro neles @boliviazica
920448984770056192,810663761065472000,Wed Oct 18 00:38:33 +0000 2017,igual ao bolsonaro que por si só já é uma piada mas que a cada dia vejo mais amebas o apoiando
920449052487110656,111469261,Wed Oct 18 00:38:49 +0000 2017,RT @AndreiaSadi: No blog no @g1 : https://t.co/DOhDNGNbHn
920449078537998339,810663761065472000,Wed Oct 18 00:38:56 +0000 2017,bolsonaro&amp;cia
920449078290415616,99710988,Wed Oct 18 00:38:56 +0000 2017,RT @BelCoelho_Br: Vejam como falta informação e sobram perguntas sobre a #racaododoria https://t.co/hpDlP6JVam
920449081465606144,323232605,Wed Oct 18 00:38:56 +0000 2017,RT @Rodrigo_Moller_: A polarização política vai acabar na medida que a extrema-esquerda perder forças e Bolsonaro se consolidar como nosso…
920449081901756419,69592220,Wed Oct 18 00:38:56 +0000 2017,"RT @marcogomes: Doria mandou um ""era zoeira kkkkk"" e prefeitura diz que não fará distribuição de alimento reprocessado para pobres… "
920449110595002368,1869921908,Wed Oct 18 00:39:03 +0000 2017,"RT @jairbolsonaro: No velório de Ricardo Zarattini, o Che Guevara Tupiniquim, petistas atacam Jair Bolsonaro. Assista e comente. https://t.…"
920449123182108672,101003921,Wed Oct 18 00:39:06 +0000 2017,RT @folha: Doria defende posição de bancada ruralista sobre trabalho escravo https://t.co/HKwJcfZ1uf
920449124452909056,747842977670791168,Wed Oct 18 00:39:07 +0000 2017,"RT @Velberan: Não, pô, é sério! O pessoal tá pedindo para eu fazer um vídeo com a Ração do Doria. https://t.co/DNA7EU88K1"
920449129532313600,763416536010805248,Wed Oct 18 00:39:08 +0000 2017,"RT @rcp01: Por trás da ""linda"" Lei contra a Escravidão, se esconde uma armadilha perigosa plantada pela esquerda.
Jair Bolsona… "
920449131943837696,3011092619,Wed Oct 18 00:39:08 +0000 2017,"REAC - Bolsonaro Guerreiro

https://t.co/QVzaYZ8Yxf https://t.co/V1PlQf8MJ2"
920449141750280192,62852633,Wed Oct 18 00:39:11 +0000 2017,RT @PetralhaZuero: Pessoas de bem votam em Aécio e Bolsonaro.O resto é otário. https://t.co/khkQLSBNcU
